Series,Location,Rock Type,K,Ti,Sr,P,Rb,Nb,Ba,Zr,Ce,Th,Y,La
Orogenic,Spain (Betics),Lamproite,4.714315003543039,3.6102256513158624,2.5224442335063197,3.3474549180142406,2.7611758131557314,1.5314789170422551,3.0780941504064105,2.479863113023098,2.079145053332749,1.6451273992583912,1.2405492482825997,1.631849462159818
Orogenic,Spain (Betics),Lamproite,4.726665441929468,3.9015683795767115,2.6972293427597176,3.574383193159872,2.801403710017355,1.5976951859255124,3.163757523981956,2.775391971696612,2.2993983300681498,1.9078948354162828,1.413299764081252,1.8472641017707645
Orogenic,Spain (Betics),Lamproite,4.69071789474187,3.9112556469798436,2.6570558528571038,3.569303667630597,2.803457115648414,1.5763413502057928,3.137354111370733,2.8416097121684354,2.2663022696903847,1.949243590568265,1.4116197059632303,1.8614149186359967
Orogenic,Spain (Betics),Lamproite,4.850079445028137,3.9479784540045832,2.6414741105040997,3.644206115698947,2.7151673578484576,1.5634810853944108,3.1189257528257768,2.837588438235511,2.282259483083982,1.9912260756924949,1.376576957056512,1.8630252962294704
Orogenic,Spain (Betics),Lamproite,4.798799619492668,3.7071356643239186,2.718501688867274,3.594127251355629,2.5888317255942073,1.2304489213782739,3.2935835134961167,2.5514499979728753,2.1556396337597765,1.8350561017201164,1.255272505103306,1.7737864449811935
Orogenic,Spain (Betics),Lamproite,4.601275490234446,3.6862017574882757,2.649334858712142,3.584367414066473,2.4638929889859074,1.380211241711606,3.2762319579218335,2.4983105537896004,2.164352855784437,1.806179973983887,1.380211241711606,1.7723217067229198
Orogenic,Spain (Betics),Lamproite,4.668093275116775,3.7221994107597944,2.6794278966121188,3.613012595516003,2.53655844257153,1.4471580313422192,3.285782273779395,2.571708831808688,2.1818435879447726,1.8325089127062364,1.4313637641589874,1.7795964912578246
Orogenic,Spain (Betics),Lamproite,4.521190405188577,3.9624081694272246,2.6464037262230695,3.5375118332067457,2.7283537820212285,1.5314789170422551,3.1806992012960347,2.7596678446896306,2.3979400086720375,1.9556877503135057,1.2787536009528289,1.9712758487381052
Orogenic,Spain (Betics),Lamproite,4.698726905118439,3.669811341300106,2.7535830588929064,3.5375118332067457,2.432969290874406,1.3424226808222062,3.2942457161381182,2.423245873936808,2.388633969351789,1.954242509439325,1.3424226808222062,2.0718820073061255
Orogenic,Spain (Betics),Lamproite,4.378522901619846,3.881520459565583,2.6541765418779604,3.4787338326535595,2.5854607295085006,1.6020599913279623,3.1565491513317814,2.826722520168992,2.3857849588433355,1.9319661147281726,1.3617278360175928,1.9768083373380663
Orogenic,Spain (Betics),Lamproite,4.44417522089746,3.9015683795767115,2.60422605308447,3.4787338326535595,2.6384892569546374,1.6354837468149122,3.1389339402569236,2.8048887446223913,2.3869802573277576,1.9194964878630616,1.3096301674258988,1.9342458810230712
Orogenic,Spain (Betics),Lamproite,4.45060933090287,3.9791138629300775,2.7902851640332416,3.574383193159872,2.738780558484369,1.73559889969818,3.3211840273023143,2.9024924211586036,2.5216218170903035,2.0580462303952816,1.3856062735983121,2.085468969886672
Orogenic,Spain (Betics),Lamproite,4.600371651236202,3.8916600909164627,2.6364878963533656,3.4659595446171307,2.6020599913279625,1.5705429398818975,3.1126050015345745,2.7561033715851053,2.37283838749711,1.8860392755664424,1.2988530764097066,1.9406658724758288
Orogenic,Spain (Betics),Lamproite,4.759863648472421,3.6410395987300817,2.510545010206612,3.372278501739273,2.66838591669,1.6937269489236468,2.964259630196849,2.577721524509021,2.1011625822148416,1.7655195430979524,1.2576785748691846,1.7116385382323491
Orogenic,Spain (Betics),Lamproite,4.710821062880733,3.5972606741514945,2.6444385894678386,3.3474549180142406,2.681241237375587,1.5224442335063197,3.4412236742426123,2.5525465479556604,2.0556840649194132,1.7237018939912678,1.2600713879850747,1.6608654780038692
Orogenic,Spain (Betics),Lamproite,4.803359183493218,3.803022603874396,2.673941998634088,3.497217238347573,2.761927838420529,1.6812412373755872,3.1658376246901283,2.7506626461340558,2.292743271377071,1.914396052129786,1.3159703454569178,1.8656368876996288
Orogenic,Spain (Betics),Lamproite,4.688507739936753,3.7122151898531937,2.738780558484369,3.584367414066473,2.6541765418779604,1.414973347970818,3.2773799746672547,2.5276299008713385,2.3979400086720375,1.8808135922807914,1.1139433523068367,1.8512583487190752
